texto,label
"relacionadas 
09/04/2021 
1362046/21-1 
10459 - 
GENÉRICO – 
Inclusão Inicial 
de Texto de 
Bula - RDC – 
60/12 
09/04/2021 
1362046/21-1 
10459 - 
GENÉRICO – 
Inclusão Inicial 
de Texto de 
Bula - RDC – 
60/12 
09/04/2021 
Versão inicial 
VP 
-500mg pó liof sol infus 
cx 10 fa vd trans 
26/09/2022 
4737749/22-2 
10459 - 
GENÉRICO – 
Inclusão Inicial 
de Texto de 
Bula - RDC – 
60/12 
26/09/2022 
4737749/22-2 
10459 - 
GENÉRICO – 
Inclusão Inicial 
de Texto de 
Bula - RDC – 
60/12 
26/09/2022 
6. Como devo usar 
este medicamento? 
VP 
-500mg pó liof sol infus 
cx 10 fa vd trans 
01/12/2022 
5005943/22-6 
10459 - 
GENÉRICO – 
Inclusão Inicial 
de Texto de 
Bula - RDC – 
60/12 
01/12/2022 
5005943/22-6 
10459 - 
GENÉRICO – 
Inclusão Inicial 
de Texto de 
Bula - RDC – 
60/12 
01/12/2022 
4. O que devo saber 
antes de usar este 
medicamento? 
VP 
-500mg pó liof sol infus 
cx 10 fa vd trans 
21/05/2025 
- 
10452 – 
GENÉRICO – 
Notificação de 
Alteração de 
Texto de Bula – 
RDC – 60/12 
21/05/2025 
- 
10452 – 
GENÉRICO – 
Notificação de 
Alteração de 
Texto de Bula – 
RDC – 60/12 
21/05/2025 
4. O que devo saber 
antes de usar este 
medicamento? 
5. Onde, como e 
por quanto tempo 
posso guardar este 
medicamento? 
6. Como devo usar 
este medicamento?",OUTROS
"Cefalexina 500 mg 
cefalexina 
comprimido revestido 
500 mg 
                                                                                                                                                   Cefalexina 500 mg 
cefalexina 
Medicamento genérico – Lei nº 9.787 de 1999. 
FORMA FARMACÊUTICA E APRESENTAÇÕES 
cefalexina 500 mg: embalagens com 8, 10, 20 ou 200 comprimidos revestidos 
USO ORAL 
USO ADULTO",OUTROS
"Cada comprimido revestido de cefalexina de 500 mg contém: 
cefalexina monoidratada.................................................................................................525,91 mg 
(equivalente a 500 mg de cefalexina anidra) 
excipientes........................................................................................................q.s.p. 1 comprimido 
Excipientes: celulose microcristalina, amido pré-gelatinizado, dióxido de silício, estearato de magnésio e 
componentes de revestimento (hipromelose, macrogol, dióxido de titânio, talco, corante eritrosina e água purificada).",COMPOSICAO
"A cefalexina é indicada para o tratamento das seguintes infecções causadas por bactérias sensíveis à cefalexina: 
sinusites (inflamação dos seios da face), infecções do trato respiratório, otite média (inflamação do ouvido médio), 
infecções da pele e tecidos moles, infecções ósseas, infecções do trato geniturinário e infecções dentárias.  
Nota: De acordo com a história do paciente e aspectos clínicos, o médico poderá indicar a realização de testes de 
sensibilidade à cefalexina e culturas apropriadas do microrganismo causador.",INDICACAO
"A cefalexina é um antibiótico pertencente ao grupo das cefalosporinas. Apresenta ação bactericida, destruindo as 
bactérias causadoras do processo infeccioso.  
Tempo médio para o início da ação farmacológica  
Após a administração de cefalexina em indivíduos normais, via oral, em jejum, a sua absorção é rápida e os níveis 
sanguíneos máximos são geralmente atingidos em 1 hora, apesar de o tempo necessário para atingir níveis máximos 
poderem variar consideravelmente. Após doses de 250 mg, 500 mg e 1 g, níveis sanguíneos máximos médios de 
aproximadamente 9, 18 e 32 mcg/ml, respectivamente, foram obtidos em uma hora. Níveis mensuráveis estavam 
presentes por 6 horas após a administração.",OUTROS
A cefalexina é contraindicada em pacientes alérgicos às cefalosporinas.,CONTRAINDICACAO
"Antes de iniciar o tratamento com cefalexina,verifique cuidadosamente se você já apresentou reações anteriores de 
hipersensibilidade (alergia) às cefalosporinas e às penicilinas. Pacientes alérgicos à penicilina devem usar cefalexina 
com cuidado. Informe ao seu médico se você já teve alguma reação alérgica a antibióticos do tipo das penicilinas ou 
cefalosporinas. Há evidências clínicas e laboratoriais que apontam que os pacientes que já são alérgicos às penicilinas 
e a outras drogas apresentem grande possibilidade de desencadear reação alérgica também as cefalosporinas como a 
cefalexina. Houve relatos de pacientes que apresentaram reações graves, incluindo anafilaxia (reação violenta a uma 
segunda dose de algum antígeno) a ambas as drogas.  
Houve relatos sobre graves danos ao tecido do cólon intestinal (colite pseudomembranosa) com pacientes em 
tratamento com antibióticos de amplo espectro (ampla ação) incluindo as cefalosporinas como a cefalexina e outros 
antibióticos como os macrolídeos, penicilinas semissintéticas. É importante considerar este diagnóstico para 
pacientes que apresentem diarreia associada ao uso de antibióticos. Essas colites (inflamações do intestino grosso) 
podem variar de leve a intensa (com risco de vida). Informe ao seu médico sobre a ocorrência de diarreia durante o 
uso do medicamento.  
O uso prolongado ou inadequado da cefalexina, assim como os antibióticos em geral, poderá resultar na proliferação 
de bactérias resistentes. A observação cuidadosa do paciente é essencial. Se uma superinfecção ocorrer durante a 
terapia, seu médico deverá tomar as medidas apropriadas. 
                                                                                                                                                   Cefalexina 500 mg 
Para reduzir o desenvolvimento de bactérias resistentes e manter a eficácia da cefalexina, este medicamento deverá 
ser usado somente para o tratamento ou prevenção de infecções causadas ou fortemente suspeitas de serem causadas 
por microorganismos sensíveis à cefalexina.  
Pacientes com insuficiência renal grave devem usar a cefalexina com cuidado. Essa condição requer observação 
clínica e exames laboratoriais frequentes, pois a dose segura poderá ser menor do que a usualmente recomendada.  
Não há recomendações e advertências quanto ao uso de cefalexina por idosos.  
Este medicamento não deve ser utilizado por mulheres grávidas sem orientação médica. A cefalexina está 
classificada na categoria B de risco na gravidez.  
ATENÇÃO: Este medicamento contém açúcar, portanto deve ser usado com cautela em portadores de 
diabetes.",OUTROS
"Interações medicamento – medicamento  
A eliminação da cefalexina pelos rins é inibida pela probenecida.A cefalexina e metformina, em doses únicas de 500 
mg, apresentaram interação medicamentosa em indivíduos saudáveis.  
Interações medicamento - exame laboratorial  
Poderá ocorrer uma reação falso-positiva para glicose na urina com as soluções de Benedict ou Fehling ou com os 
comprimidos de sulfato de cobre para teste.  
Interações medicamento - alimento  
A cefalexina pode ser usada independente das refeições.  
Informe ao seu médico ou cirurgião-dentista se você está fazendo uso de algum outro medicamento.  
Não use medicamento sem o conhecimento do seu médico. Pode ser perigoso para a sua saúde.",OUTROS
"Este medicamento deve ser armazenado em temperatura ambiente (15ºC a 30ºC) e protegido da umidade. O prazo de 
validade do produto é de 36 meses, contados a partir da data de fabricação impressa na embalagem.  
Número de lote e datas de fabricação e validade: vide embalagem.  
Não use medicamento com o prazo de validade vencido. Guarde-o em sua embalagem original.  
Características organolépticas: os comprimidos revestidos de cefalexina de 500 mg são  redondos, biconvexos, e de 
coloração rosa. 
Antes de usar observe o aspecto do medicamento. Caso ele esteja no prazo de validade e você observe alguma 
mudança no aspecto, consulte o farmacêutico para saber se poderá utilizá-lo. 
Todo medicamento deve ser mantido fora do alcance das crianças.",OUTROS
"A cefalexina é apresentada na forma de comprimidos revestidos. Deve ser administrado por via oral e independente 
das refeições.",POSOLOGIA
"Adulto: as doses para adultos variam de 1 a 4 g diárias, em doses divididas. A dose usual para adultos é de 250 mg a 
cada 6 horas. Para tratar faringites estreptocócicas, infecções da pele e estruturas da pele e cistites (inflamação da 
mucosa da bexiga) não complicadas em pacientes acima de 15 anos de idade, uma dose de 500 mg ou 1 g pode ser 
administrada a cada 12 horas. O tratamento de cistites deve ser de 7 a 14 dias. Para infecções do trato respiratório, 
causadas por S. pneumoniae e S. pyogenes, é necessário usar uma dose de 500 mg a cada 6 horas. Infecções mais 
graves ou causadas por microrganismos menos sensíveis requerem doses mais elevadas. Se houver necessidade de 
doses diárias de cefalexina acima de 4 g, o médico deve considerar o uso de uma cefalosporina injetável, em doses 
adequadas.  
Não há estudo de cefalexina administrada por vias não recomendadas. Portanto, por segurança e eficácia deste 
medicamento, a administração deve ser somente por via oral.  
Siga a orientação de seu médico, respeitando sempre os horários, as doses e a duração do tratamento. Não 
interrompa o tratamento sem o conhecimento de seu médico. 
Este medicamento não deve ser partido, aberto ou mastigado.  
                                                                                                                                                   Cefalexina 500 mg 
7. O QUE DEVO FAZER QUANDO EU ESQUECER DE USAR ESTE MEDICAMENTO?  
Caso o paciente deixe de tomar uma dose, deverá tomá-la assim que possível. Não use mais que a quantidade total de 
cefalexina recomendada pelo médico em um período de 24 horas.  
Em caso de dúvidas procure orientação do farmacêutico ou de seu médico, ou cirurgião-dentista.  
8. QUAIS OS MALES QUE ESTE MEDICAMENTO PODE CAUSAR?  
A reação adversa mais frequente tem sido a diarreia, sendo raramente grave o bastante para determinar a interrupção 
do tratamento. Houve, também, relatos de dispepsia (indigestão), dor abdominal e gastrite. Sintomas de colite 
(inflamação do intestino grosso) pseudomembranosa podem aparecer durante ou após o tratamento com antibiótico. 
Enjoos e vômitos foram relatados raramente. Como acontece com algumas penicilinas ou cefalosporinas, há relatos 
raros de hepatite (inflamação do fígado) transitória e icterícia (coloração amarela dos tecidos e secreções por presença 
anormal de pigmentos biliares) colestática.  
Foram observadas reações alérgicas na forma de erupções cutâneas, erupções cutâneas com urticária (coceira), 
angioedema e raramente eritema (vermelhidão da pele) multiforme, síndrome de Stevens-Johnson ou necrólise tóxica 
epidérmica (morte das células da pele). Essas reações geralmente desaparecem com a suspensão da droga. Pode ser 
preciso terapia de suporte em alguns casos. Houve também relatos de anafilaxia (reação violenta à segunda dose de 
algum antígeno).  
Também ocorreram outras reações como prurido (coceira) anal e genital, monilíase (candidíase) genital, vaginite 
(inflamação da vagina), corrimento vaginal, tonturas, fadiga (cansaço), dor de cabeça, agitação, confusão, 
alucinações, artralgia (dor nas articulações), artrite (inflamação nas articulações) e doenças articulares. Houve relatos 
raros de nefrite intersticial reversível (inflamação dos rins). Eosinofilia, neutropenia, trombocitopenia, anemia 
hemolítica e elevações moderadas da transaminase glutâmico-oxalacética (TGO) e transaminase glutâmico-pirúvica 
no soro (TGP) têm sido referidas.  
Informe ao seu médico, cirurgião-dentista ou farmacêutico aparecimento de reações indesejáveis pelo uso do 
medicamento. Informe também a empresa através do seu serviço de atendimento.  
9. O QUE FAZER SE ALGUÉM USAR UMA QUANTIDADE MAIOR DO QUE A INDICADA DESTE 
MEDICAMENTO?  
Os sintomas de uma dose oral muito elevada podem incluir enjoos, vômito, dor epigástrica (na região superior e 
mediana do abdome), diarreia e hematúria (presença de sangue na urina). Se o paciente apresentar esses sintomas ou 
se houver certeza de que ele tenha usado uma dose muito elevada, certifique-se de que o paciente pode respirar bem, 
não provoque vômito, e procure imediatamente atendimento médico. Informe o médico sobre o medicamento usado e 
a quantidade ingerida para que ele tome as medidas necessárias.  
Em caso de uso de grande quantidade deste medicamento, procure rapidamente socorro médico e leve a 
embalagem ou bula do medicamento, se possível. Ligue para 0800 722 6001, se você precisar de mais 
orientações. 
III) DIZERES LEGAIS 
Reg. MS.: 
1.2352.0063 
Adriana M. C. Cardoso 
CRF - RJ N° 6750 
Fabricado por:  
Industrial Area-3, Dewas – 455001 
Madhya Pradesh,  Índia 
Importado e Registrado por: 
Av. Eugênio Borges, 1.060 
Arsenal - Rio de Janeiro 
Serviço de Atendimento ao Consumidor (SAC): 
0800 704 7222 
VENDA SOB PRESCRIÇÃO MÉDICA. 
SÓ PODE SER VENDIDO COM RETENÇÃO DA RECEITA. 
CEF_VPAC_01 
10/2013",POSOLOGIA
"diclofenaco sódico 
FARMACÊUTICOS LTDA 
Comprimido revestido de liberação prolongada 
100 mg 
diclofenaco sódico 
“Medicamento Genérico, Lei n°. 9.787, de 1999”",OUTROS
"Comprimido revestido de liberação prolongada de 100 mg. Embalagem contendo 10, 20, 30, 40 e 60 
unidades. 
USO ORAL 
USO ADULTO",OUTROS
"Cada comprimido revestido de liberação prolongada de 100 mg contém: 
diclofenaco sódico .................................................................................................................................. 100 mg 
excipiente* q.s.p ..................................................................................................................... 1 com rev lib prol 
*sacarose, dióxido de titânio, álcool cetoestearílico, talco, copolímero de metacrilato de butila, metacrilato 
de dimetilaminoetila e metacrilato de metila, macrogol, óxido de ferro vermelho, dióxido de silício e 
estearato de magnésio",COMPOSICAO
